level,score,name,time,A0,A1,A2,A3,A4,A5,AlmostDeath,CoinPerSec,KillPerSec,ShotPerSec,MissPerSec
2,2,Fern,20,347,398.5,0,2,6,4,FALSE,0,10,30,20
2,16,Fern,25,207,398.5,1,4,10,4,FALSE,4,16,40,16
2,30,Fern,30,340,398.5,2,7,16,7,FALSE,6.6667,23.3333,53.3333,23.3333
3,43,Fern,35,490.5,398.5,3,9,17,8,FALSE,8.5714,25.7143,48.5714,22.8571
3,67,Fern,40,455.5,398.5,5,11,20,9,FALSE,12.5,27.5,50,22.5
3,81,Fern,45,609.5,398.5,6,15,24,9,FALSE,13.3333,33.3333,53.3333,20
4,98,Fern,50,518.5,398.5,7,18,32,13,TRUE,14,36,64,26
1,0,Fern,5,434.5,384.5,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,301.5,216.5,0,1,1,0,FALSE,0,10,10,0
1,31,Fern,15,210.5,300.5,3,1,1,0,FALSE,20,6.6667,6.6667,0
2,54,Fern,20,459,346,5,3,4,0,TRUE,25,15,20,0
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,308.5,381,0,3,4,1,FALSE,0,30,40,10
1,26,Fern,15,368,318,2,6,7,1,FALSE,13.3333,40,46.6667,6.6667
2,28,Fern,20,228,318,2,8,10,2,FALSE,10,40,50,10
2,43,Fern,25,378.5,318,3,11,13,2,FALSE,12,44,52,8
2,52,Fern,30,364.5,318,3,17,21,3,FALSE,10,56.6667,70,10
3,64,Fern,35,270,318,3,23,29,5,FALSE,8.5714,65.7143,82.8571,14.2857
3,89,Fern,40,214,318,5,25,32,7,FALSE,12.5,62.5,80,17.5
3,108,Fern,45,424,318,6,28,36,8,FALSE,13.3333,62.2222,80,17.7778
4,128,Fern,50,620,318,7,33,43,9,TRUE,14,66,86,18
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,273.5,398.5,0,2,2,0,FALSE,0,20,20,0
1,25,Fern,15,151,398.5,2,5,5,0,FALSE,13.3333,33.3333,33.3333,0
2,39,Fern,20,214,398.5,3,9,9,0,FALSE,15,45,45,0
2,70,Fern,25,368,398.5,6,10,10,0,FALSE,24,40,40,0
2,85,Fern,30,336.5,398.5,7,14,14,0,FALSE,23.3333,46.6667,46.6667,0
3,93,Fern,35,291,398.5,7,19,19,0,FALSE,20,54.2857,54.2857,0
3,101,Fern,40,417,398.5,7,23,27,3,FALSE,17.5,57.5,67.5,7.5
3,122,Fern,45,571,398.5,8,28,33,5,FALSE,17.7778,62.2222,73.3333,11.1111
4,147,Fern,50,599,398.5,9,33,38,5,TRUE,18,66,76,10
1,0,Fern,5,319,367,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,357.5,367,0,2,2,0,FALSE,0,20,20,0
1,23,Fern,15,294.5,367,2,3,3,0,FALSE,13.3333,20,20,0
2,36,Fern,20,424,367,3,5,5,0,FALSE,15,25,25,0
2,50,Fern,25,364.5,367,4,8,8,0,FALSE,16,32,32,0
2,69,Fern,30,539.5,517.5,5,13,14,0,FALSE,16.6667,43.3333,46.6667,0
3,90,Fern,35,546.5,426.5,6,19,20,0,FALSE,17.1429,54.2857,57.1429,0
3,100,Fern,40,406.5,426.5,6,24,24,0,FALSE,15,60,60,0
3,128,Fern,45,378.5,426.5,8,28,28,0,FALSE,17.7778,62.2222,62.2222,0
4,138,Fern,50,392.5,426.5,8,33,33,0,FALSE,16,66,66,0
4,169,Fern,55,651.5,426.5,9,40,41,0,FALSE,16.3636,72.7273,74.5455,0
4,199,Fern,60,165,412.5,9,51,53,1,FALSE,15,85,88.3333,1.6667
5,238,Fern,65,413.5,412.5,11,57,60,2,TRUE,16.9231,87.6923,92.3077,3.0769
1,0,Fern,5,368,412.5,0,0,0,0,FALSE,0,0,0,0
1,0,Fern,10,441.5,412.5,0,0,0,0,FALSE,0,0,0,0
1,31,Fern,15,378.5,412.5,3,1,2,0,FALSE,20,6.6667,13.3333,0
2,53,Fern,20,144,412.5,5,3,5,1,FALSE,25,15,25,5
2,64,Fern,25,343.5,412.5,6,4,8,4,FALSE,24,16,32,16
2,72,Fern,30,235,412.5,6,9,13,4,FALSE,20,30,43.3333,13.3333
3,91,Fern,35,319,412.5,7,13,20,4,FALSE,20,37.1429,57.1429,11.4286
3,95,Fern,40,280.5,412.5,7,16,24,8,FALSE,17.5,40,60,20
3,96,Fern,45,137,412.5,7,17,26,9,FALSE,15.5556,37.7778,57.7778,20
4,121,Fern,50,24.5,384.5,9,20,29,9,FALSE,18,40,58,18
4,126,Fern,55,84,384.5,9,23,35,11,FALSE,16.3636,41.8182,63.6364,20
4,157,Fern,60,476,384.5,11,28,42,13,FALSE,18.3333,46.6667,70,21.6667
5,192,Fern,65,665,384.5,12,37,52,15,TRUE,18.4615,56.9231,80,23.0769
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,10,Fern,10,462.5,416,1,0,0,0,FALSE,10,0,0,0
1,22,Fern,15,347,381,2,2,2,0,FALSE,13.3333,13.3333,13.3333,0
2,45,Fern,20,571,251.5,4,4,5,0,FALSE,20,20,25,0
2,57,Fern,25,658.5,388,4,11,14,3,FALSE,16,44,56,12
2,83,Fern,30,301.5,388,6,14,20,4,FALSE,20,46.6667,66.6667,13.3333
3,122,Fern,35,266.5,321.5,8,23,31,7,FALSE,22.8571,65.7143,88.5714,20
3,140,Fern,40,452,412.5,9,29,36,7,FALSE,22.5,72.5,90,17.5
3,146,Fern,45,126.5,381,9,32,40,8,TRUE,20,71.1111,88.8889,17.7778
1,1,Fern,5,438,395,0,1,2,1,FALSE,0,20,40,20
1,4,Fern,10,126.5,395,0,4,6,2,FALSE,0,40,60,20
1,35,Fern,15,417,465,3,5,7,2,FALSE,20,33.3333,46.6667,13.3333
2,41,Fern,20,543,374,3,9,12,2,FALSE,15,45,60,10
2,64,Fern,25,147.5,493,5,11,14,3,FALSE,20,44,56,12
2,68,Fern,30,396,493,5,14,21,5,FALSE,16.6667,46.6667,70,16.6667
3,99,Fern,35,487,416,7,20,27,7,FALSE,20,57.1429,77.1429,20
3,106,Fern,40,732,416,7,24,36,11,FALSE,17.5,60,90,27.5
3,146,Fern,45,438.5,416,10,29,43,13,FALSE,22.2222,64.4444,95.5556,28.8889
4,164,Fern,50,263.5,416,10,36,52,14,FALSE,20,72,104,28
4,207,Fern,55,617,416,11,47,64,16,TRUE,20,85.4545,116.3636,29.0909
1,0,Fern,5,368,346,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,126.5,346,0,3,3,0,FALSE,0,30,30,0
1,36,Fern,15,487,440.5,3,6,8,2,FALSE,20,40,53.3333,13.3333
2,39,Fern,20,445,440.5,3,9,12,3,FALSE,15,45,60,15
2,67,Fern,25,459,440.5,5,13,20,5,FALSE,20,52,80,20
2,73,Fern,30,361,395,5,17,25,8,FALSE,16.6667,56.6667,83.3333,26.6667
3,102,Fern,35,354,395,7,21,31,8,FALSE,20,60,88.5714,22.8571
3,110,Fern,40,67,395,7,25,37,11,FALSE,17.5,62.5,92.5,27.5
3,130,Fern,45,224.5,395,8,30,44,13,FALSE,17.7778,66.6667,97.7778,28.8889
4,169,Fern,50,322.5,395,9,39,55,15,FALSE,18,78,110,30
4,200,Fern,55,350.5,395,11,43,62,18,TRUE,20,78.1818,112.7273,32.7273
1,0,Fern,5,462.5,423,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,438,423,0,3,3,0,FALSE,0,30,30,0
1,26,Fern,15,242,423,2,6,7,0,FALSE,13.3333,40,46.6667,0
2,28,Fern,20,585,423,2,8,12,0,FALSE,10,40,60,0
2,55,Fern,25,672.5,475.5,4,12,18,6,FALSE,16,48,72,24
2,59,Fern,30,364.5,451,4,15,24,8,FALSE,13.3333,50,80,26.6667
3,88,Fern,35,319,451,6,19,30,10,FALSE,17.1429,54.2857,85.7143,28.5714
3,91,Fern,40,315.5,451,6,21,36,15,FALSE,15,52.5,90,37.5
3,117,Fern,45,501,451,8,24,39,15,FALSE,17.7778,53.3333,86.6667,33.3333
4,147,Fern,50,371.5,451,9,31,48,17,FALSE,18,62,96,34
4,168,Fern,55,228,451,10,36,57,20,TRUE,18.1818,65.4545,103.6364,36.3636
1,0,Fern,5,326,426.5,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,609.5,426.5,0,1,1,0,FALSE,0,10,10,0
1,32,Fern,15,532.5,426.5,3,2,2,0,FALSE,20,13.3333,13.3333,0
2,43,Fern,20,175.5,426.5,4,3,4,1,FALSE,20,15,20,5
2,56,Fern,25,137,426.5,5,5,6,1,FALSE,20,20,24,4
2,80,Fern,30,210.5,426.5,7,8,13,4,FALSE,23.3333,26.6667,43.3333,13.3333
3,98,Fern,35,245.5,426.5,8,11,19,5,FALSE,22.8571,31.4286,54.2857,14.2857
3,99,Fern,40,67,426.5,8,12,20,8,FALSE,20,30,50,20
3,121,Fern,45,294.5,426.5,10,13,21,8,TRUE,22.2222,28.8889,46.6667,17.7778
1,0,Fern,5,305,500,0,0,0,0,FALSE,0,0,0,0
1,4,Fern,10,466,437,0,4,4,0,FALSE,0,40,40,0
1,25,Fern,15,736,384.5,2,5,5,0,FALSE,13.3333,33.3333,33.3333,0
2,38,Fern,20,442,458,3,8,9,0,FALSE,15,40,45,0
2,48,Fern,25,204,458,3,14,17,1,FALSE,12,56,68,4
2,74,Fern,30,347.5,458,5,18,22,4,FALSE,16.6667,60,73.3333,13.3333
3,94,Fern,35,333.5,458,6,23,27,4,FALSE,17.1429,65.7143,77.1429,11.4286
3,116,Fern,40,316,458,7,28,34,5,FALSE,17.5,70,85,12.5
3,132,Fern,45,288,434.5,8,31,37,6,FALSE,17.7778,68.8889,82.2222,13.3333
4,163,Fern,50,382.5,434.5,10,37,45,7,TRUE,20,74,90,14
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,284,395,0,2,3,1,FALSE,0,20,30,10
1,12,Fern,15,109,395,1,2,3,1,FALSE,6.6667,13.3333,20,6.6667
2,34,Fern,20,466,395,3,4,7,2,FALSE,15,20,35,10
2,53,Fern,25,308.5,395,4,9,12,3,FALSE,16,36,48,12
2,70,Fern,30,298,395,5,14,20,5,FALSE,16.6667,46.6667,66.6667,16.6667
3,79,Fern,35,39,395,5,19,26,7,FALSE,14.2857,54.2857,74.2857,20
3,104,Fern,40,175.5,395,7,21,29,8,FALSE,17.5,52.5,72.5,20
3,117,Fern,45,200,395,8,22,32,9,FALSE,17.7778,48.8889,71.1111,20
4,133,Fern,50,220.5,395,9,25,37,11,TRUE,18,50,74,22
1,0,Fern,5,305,381,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,480,381,0,3,3,0,FALSE,0,30,30,0
1,24,Fern,15,238.5,367,2,4,5,0,FALSE,13.3333,26.6667,33.3333,0
2,45,Fern,20,207,227,4,5,6,1,FALSE,20,25,30,5
2,63,Fern,25,473,325,5,10,11,1,FALSE,20,40,44,4
2,78,Fern,30,347,325,6,13,15,2,FALSE,20,43.3333,50,6.6667
3,95,Fern,35,228,472,7,17,21,3,FALSE,20,48.5714,60,8.5714
3,116,Fern,40,553.5,402,8,22,28,4,FALSE,20,55,70,10
3,143,Fern,45,364.5,402,10,26,34,8,FALSE,22.2222,57.7778,75.5556,17.7778
4,165,Fern,50,403,402,11,31,40,9,FALSE,22,62,80,18
4,187,Fern,55,270,402,11,40,51,10,TRUE,20,72.7273,92.7273,18.1818
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,252.5,500,0,2,3,0,FALSE,0,20,30,0
1,22,Fern,15,357.5,447.5,2,2,3,1,FALSE,13.3333,13.3333,20,6.6667
2,37,Fern,20,431,447.5,3,6,7,1,FALSE,15,30,35,5
2,64,Fern,25,599,300.5,5,10,12,2,FALSE,20,40,48,8
2,67,Fern,30,158,500,5,12,14,2,FALSE,16.6667,40,46.6667,6.6667
3,90,Fern,35,438,416,7,13,15,2,FALSE,20,37.1429,42.8571,5.7143
3,110,Fern,40,441.5,416,8,18,20,2,FALSE,20,45,50,5
3,123,Fern,45,511.5,416,8,24,27,2,TRUE,17.7778,53.3333,60,4.4444
1,0,Fern,5,368,381,0,0,0,0,FALSE,0,0,0,0
1,13,Fern,10,186,381,1,3,3,0,FALSE,10,30,30,0
1,26,Fern,15,490.5,381,2,6,6,0,FALSE,13.3333,40,40,0
2,37,Fern,20,109,391.5,3,7,7,0,FALSE,15,35,35,0
2,47,Fern,25,231.5,423,3,12,14,1,FALSE,12,48,56,4
2,48,Fern,30,361,325,3,13,17,4,FALSE,10,43.3333,56.6667,13.3333
3,52,Fern,35,357.5,405.5,3,17,23,4,FALSE,8.5714,48.5714,65.7143,11.4286
3,75,Fern,40,578,405.5,5,19,27,8,TRUE,12.5,47.5,67.5,20
1,0,Fern,5,368,430,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,539.5,430,0,3,3,0,FALSE,0,30,30,0
1,17,Fern,15,389,430,1,7,7,0,FALSE,6.6667,46.6667,46.6667,0
2,40,Fern,20,406.5,444,3,9,10,0,FALSE,15,45,50,0
2,52,Fern,25,431,536,4,10,11,1,FALSE,16,40,44,4
2,75,Fern,30,336.5,413.5,6,12,15,3,FALSE,20,40,50,10
3,86,Fern,35,631,413.5,7,13,17,3,FALSE,20,37.1429,48.5714,8.5714
3,107,Fern,40,589,413.5,8,18,22,4,FALSE,20,45,55,10
3,126,Fern,45,340.5,413.5,9,22,28,6,FALSE,20,48.8889,62.2222,13.3333
4,157,Fern,50,645,452,11,26,34,7,FALSE,22,52,68,14
4,175,Fern,55,407,452,12,29,37,8,TRUE,21.8182,52.7273,67.2727,14.5455
1,0,Fern,5,266.5,419.5,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,329.5,419.5,0,3,3,0,FALSE,0,30,30,0
1,24,Fern,15,315.5,360,2,4,4,0,FALSE,13.3333,26.6667,26.6667,0
2,35,Fern,20,382,360,3,5,5,0,FALSE,15,25,25,0
2,59,Fern,25,63.5,360,5,7,8,1,FALSE,20,28,32,4
2,63,Fern,30,284,360,5,10,12,1,FALSE,16.6667,33.3333,40,3.3333
3,68,Fern,35,452,360,5,13,15,2,FALSE,14.2857,37.1429,42.8571,5.7143
3,99,Fern,40,200,360,6,22,27,3,FALSE,15,55,67.5,7.5
3,107,Fern,45,410,360,6,27,35,6,FALSE,13.3333,60,77.7778,13.3333
4,147,Fern,50,95,360,9,32,42,10,FALSE,18,64,84,20
4,154,Fern,55,49.5,360,9,35,46,11,TRUE,16.3636,63.6364,83.6364,20
1,0,Fern,5,396,500,0,0,0,0,FALSE,0,0,0,0
1,22,Fern,10,620,195.5,2,2,2,0,FALSE,20,20,20,0
1,37,Fern,15,214,339,3,7,10,0,FALSE,20,46.6667,66.6667,0
2,51,Fern,20,336.5,402,4,10,16,5,TRUE,20,50,80,25
1,0,Fern,5,287.5,455.5,0,0,1,0,FALSE,0,0,20,0
1,11,Fern,10,434.5,301.5,1,1,1,0,FALSE,10,10,10,0
1,34,Fern,15,214,308.5,3,4,4,0,FALSE,20,26.6667,26.6667,0
2,44,Fern,20,116,389,4,4,4,0,TRUE,20,20,20,0
1,0,Fern,5,273.5,391.5,0,0,0,0,FALSE,0,0,0,0
1,4,Fern,10,515,391.5,0,4,4,0,FALSE,0,40,40,0
1,25,Fern,15,151,332,2,5,5,0,FALSE,13.3333,33.3333,33.3333,0
2,45,Fern,20,224.5,258.5,4,5,6,0,FALSE,20,25,30,0
2,58,Fern,25,381.5,332,5,7,8,1,FALSE,20,28,32,4
2,82,Fern,30,364,332,7,10,11,1,FALSE,23.3333,33.3333,36.6667,3.3333
3,84,Fern,35,406,332,7,12,13,1,TRUE,20,34.2857,37.1429,2.8571
1,0,Fern,5,406.5,255,0,0,0,0,FALSE,0,0,0,0
1,22,Fern,10,319,146.5,2,2,2,0,FALSE,20,20,20,0
1,44,Fern,15,445,111.5,4,4,6,2,FALSE,26.6667,26.6667,40,13.3333
2,56,Fern,20,256,220,5,6,8,2,FALSE,25,30,40,10
2,93,Fern,25,571,265.5,8,10,12,2,FALSE,32,40,48,8
2,116,Fern,30,291,370.5,10,12,14,2,FALSE,33.3333,40,46.6667,6.6667
3,128,Fern,35,319,370.5,11,13,16,3,FALSE,31.4286,37.1429,45.7143,8.5714
3,157,Fern,40,305,370.5,13,17,21,3,TRUE,32.5,42.5,52.5,7.5
1,0,Fern,5,578,405.5,0,0,0,0,FALSE,0,0,0,0
1,0,Fern,10,385.5,409,0,0,0,0,FALSE,0,0,0,0
1,20,Fern,15,298,409,2,0,0,0,FALSE,13.3333,0,0,0
2,20,Fern,20,725,251.5,2,0,0,0,FALSE,10,0,0,0
2,32,Fern,25,403,437,3,2,3,1,FALSE,12,8,12,4
2,67,Fern,30,161.5,475.5,6,6,8,2,FALSE,20,20,26.6667,6.6667
3,80,Fern,35,343.5,475.5,6,13,18,2,FALSE,17.1429,37.1429,51.4286,5.7143
3,100,Fern,40,539.5,433.5,8,13,20,6,FALSE,20,32.5,50,15
3,109,Fern,45,252.5,433.5,8,18,26,8,FALSE,17.7778,40,57.7778,17.7778
4,123,Fern,50,410,536,9,20,29,8,FALSE,18,40,58,16
4,155,Fern,55,305,515,10,27,37,9,FALSE,18.1818,49.0909,67.2727,16.3636
4,162,Fern,60,11,452,10,30,40,10,TRUE,16.6667,50,66.6667,16.6667
1,0,Fern,5,368,486,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,501,384.5,0,1,1,0,FALSE,0,10,10,0
1,34,Fern,15,263,363.5,3,4,5,0,FALSE,20,26.6667,33.3333,0
2,37,Fern,20,399.5,363.5,3,7,10,3,FALSE,15,35,50,15
2,57,Fern,25,543,363.5,4,12,17,4,FALSE,16,48,68,16
2,61,Fern,30,466,363.5,4,15,21,5,FALSE,13.3333,50,70,16.6667
3,83,Fern,35,543,447.5,6,16,22,6,FALSE,17.1429,45.7143,62.8571,17.1429
3,89,Fern,40,350.5,367,6,20,27,7,FALSE,15,50,67.5,17.5
3,114,Fern,45,256,367,8,22,31,9,FALSE,17.7778,48.8889,68.8889,20
4,148,Fern,50,578,367,10,28,38,9,FALSE,20,56,76,18
4,166,Fern,55,137,367,10,36,49,12,FALSE,18.1818,65.4545,89.0909,21.8182
4,180,Fern,60,207,531.5,11,39,52,13,FALSE,18.3333,65,86.6667,21.6667
5,193,Fern,65,210.5,517.5,12,40,54,14,FALSE,18.4615,61.5385,83.0769,21.5385
5,213,Fern,70,315.5,489.5,12,46,61,14,TRUE,17.1429,65.7143,87.1429,20
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,1,Fern,10,231.5,500,0,1,1,0,FALSE,0,10,10,0
1,13,Fern,15,473,500,1,3,4,1,FALSE,6.6667,20,26.6667,6.6667
2,34,Fern,20,539.5,405.5,3,4,5,1,FALSE,15,20,25,5
2,52,Fern,25,172,405.5,4,9,12,2,FALSE,16,36,48,8
2,63,Fern,30,165,318,5,10,12,2,FALSE,16.6667,33.3333,40,6.6667
3,79,Fern,35,445,454.5,6,12,14,2,FALSE,17.1429,34.2857,40,5.7143
3,89,Fern,40,399.5,454.5,7,12,17,4,FALSE,17.5,30,42.5,10
3,104,Fern,45,389,454.5,7,19,25,5,FALSE,15.5556,42.2222,55.5556,11.1111
4,126,Fern,50,291,454.5,8,24,30,6,FALSE,16,48,60,12
4,135,Fern,55,179,454.5,8,28,36,7,TRUE,14.5455,50.9091,65.4545,12.7273
1,0,Fern,5,172,402,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,137,402,0,2,2,0,FALSE,0,20,20,0
1,25,Fern,15,249,402,2,5,5,0,FALSE,13.3333,33.3333,33.3333,0
2,35,Fern,20,438,479,3,5,5,0,FALSE,15,25,25,0
2,44,Fern,25,182.5,496.5,3,11,13,0,FALSE,12,44,52,0
2,77,Fern,30,291,458,6,13,16,3,FALSE,20,43.3333,53.3333,10
3,83,Fern,35,189.5,458,6,17,21,4,FALSE,17.1429,48.5714,60,11.4286
3,95,Fern,40,109,458,6,23,30,6,TRUE,15,57.5,75,15
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,245.5,437,0,2,2,0,FALSE,0,20,20,0
1,23,Fern,15,326,486,2,3,3,0,FALSE,13.3333,20,20,0
2,34,Fern,20,322.5,437,3,4,4,0,FALSE,15,20,20,0
2,46,Fern,25,333,437,4,6,7,1,FALSE,16,24,28,4
2,58,Fern,30,81,437,5,7,8,1,FALSE,16.6667,23.3333,26.6667,3.3333
3,72,Fern,35,560.5,437,6,9,11,1,FALSE,17.1429,25.7143,31.4286,2.8571
3,77,Fern,40,144,437,6,11,13,2,FALSE,15,27.5,32.5,5
3,102,Fern,45,158,437,8,13,17,2,FALSE,17.7778,28.8889,37.7778,4.4444
4,121,Fern,50,291,437,8,21,27,5,FALSE,16,42,54,10
4,146,Fern,55,203.5,454.5,9,27,33,6,FALSE,16.3636,49.0909,60,10.9091
4,162,Fern,60,249,454.5,9,33,39,6,TRUE,15,55,65,10
1,0,Fern,5,368,500,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,434.5,440.5,0,2,3,0,FALSE,0,20,30,0
1,23,Fern,15,525.5,440.5,2,3,4,1,FALSE,13.3333,20,26.6667,6.6667
2,33,Fern,20,186,440.5,3,3,4,1,FALSE,15,15,20,5
2,50,Fern,25,280.5,440.5,4,7,9,1,FALSE,16,28,36,4
2,78,Fern,30,431,521,6,12,15,2,FALSE,20,40,50,6.6667
3,97,Fern,35,581.5,482.5,7,17,21,3,FALSE,20,48.5714,60,8.5714
3,122,Fern,40,371.5,482.5,8,24,29,4,FALSE,20,60,72.5,10
3,138,Fern,45,361,482.5,9,28,34,5,FALSE,20,62.2222,75.5556,11.1111
4,169,Fern,50,455.5,482.5,11,33,40,7,FALSE,22,66,80,14
4,176,Fern,55,462.5,482.5,11,36,44,7,FALSE,20,65.4545,80,12.7273
4,192,Fern,60,319,482.5,11,42,51,8,FALSE,18.3333,70,85,13.3333
5,214,Fern,65,102,482.5,12,48,58,9,TRUE,18.4615,73.8462,89.2308,13.8462
1,0,Fern,5,368,426.5,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,420.5,367,0,3,3,0,FALSE,0,30,30,0
1,15,Fern,15,504.5,493,1,5,7,1,FALSE,6.6667,33.3333,46.6667,6.6667
2,36,Fern,20,403,493,3,6,9,2,FALSE,15,30,45,10
2,58,Fern,25,473,493,4,12,16,3,FALSE,16,48,64,12
2,80,Fern,30,49.5,493,6,13,18,5,FALSE,20,43.3333,60,16.6667
3,95,Fern,35,172,374,7,16,22,5,FALSE,20,45.7143,62.8571,14.2857
3,125,Fern,40,91,349.5,10,16,23,7,FALSE,25,40,57.5,17.5
3,136,Fern,45,119,349.5,11,17,27,9,FALSE,24.4444,37.7778,60,20
4,154,Fern,50,87.5,349.5,11,23,34,10,FALSE,22,46,68,20
4,167,Fern,55,157.5,349.5,12,25,39,14,TRUE,21.8182,45.4545,70.9091,25.4545
1,0,Fern,5,368,402,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,494,374,0,2,4,1,FALSE,0,20,40,10
1,23,Fern,15,284,374,2,3,7,4,FALSE,13.3333,20,46.6667,26.6667
2,24,Fern,20,217.5,374,2,4,8,4,FALSE,10,20,40,20
2,38,Fern,25,326,374,3,7,11,4,FALSE,12,28,44,16
2,65,Fern,30,438,374,5,11,17,5,FALSE,16.6667,36.6667,56.6667,16.6667
3,77,Fern,35,357.5,374,6,12,19,6,FALSE,17.1429,34.2857,54.2857,17.1429
3,108,Fern,40,466,374,8,16,23,7,FALSE,20,40,57.5,17.5
3,118,Fern,45,364.5,374,8,20,29,7,TRUE,17.7778,44.4444,64.4444,15.5556
1,0,Fern,5,368,391.5,0,0,0,0,FALSE,0,0,0,0
1,2,Fern,10,32,363.5,0,2,2,0,FALSE,0,20,20,0
1,15,Fern,15,487,468.5,1,5,5,0,FALSE,6.6667,33.3333,33.3333,0
2,27,Fern,20,322.5,521,2,7,7,0,FALSE,10,35,35,0
2,45,Fern,25,298,521,3,12,13,1,FALSE,12,48,52,4
2,46,Fern,30,420.5,451,3,13,14,1,FALSE,10,43.3333,46.6667,3.3333
3,71,Fern,35,189.5,451,5,16,17,1,FALSE,14.2857,45.7143,48.5714,2.8571
3,79,Fern,40,543,451,5,19,21,1,FALSE,12.5,47.5,52.5,2.5
3,100,Fern,45,172,451,6,24,26,2,FALSE,13.3333,53.3333,57.7778,4.4444
4,118,Fern,50,438,451,7,28,31,2,FALSE,14,56,62,4
4,142,Fern,55,564,451,8,34,37,3,FALSE,14.5455,61.8182,67.2727,5.4545
4,146,Fern,60,627,451,8,37,40,3,TRUE,13.3333,61.6667,66.6667,5
1,0,Fern,5,438,342.5,0,0,1,0,FALSE,0,0,20,0
1,12,Fern,10,336.5,342.5,1,2,2,0,FALSE,10,20,20,0
1,34,Fern,15,385.5,433.5,3,4,4,0,FALSE,20,26.6667,26.6667,0
2,57,Fern,20,361,276,5,6,7,0,FALSE,25,30,35,0
2,66,Fern,25,291,465,5,12,14,0,FALSE,20,48,56,0
2,79,Fern,30,637.5,409,6,14,16,2,FALSE,20,46.6667,53.3333,6.6667
3,107,Fern,35,308.5,409,8,17,19,2,FALSE,22.8571,48.5714,54.2857,5.7143
3,117,Fern,40,200,409,8,22,25,3,FALSE,20,55,62.5,7.5
3,131,Fern,45,294.5,409,9,24,28,3,FALSE,20,53.3333,62.2222,6.6667
4,143,Fern,50,161.5,409,9,29,33,4,FALSE,18,58,66,8
4,159,Fern,55,168,409,10,32,38,5,TRUE,18.1818,58.1818,69.0909,9.0909
1,0,Fern,5,574.5,430,0,0,0,0,FALSE,0,0,0,0
1,4,Fern,10,298,430,0,4,4,0,FALSE,0,40,40,0
1,25,Fern,15,473,507,2,5,5,0,FALSE,13.3333,33.3333,33.3333,0
2,41,Fern,20,371.5,430,3,9,9,0,FALSE,15,45,45,0
2,59,Fern,25,312,430,4,14,14,0,FALSE,16,56,56,0
2,82,Fern,30,469.5,517.5,6,16,16,0,FALSE,20,53.3333,53.3333,0
3,89,Fern,35,571,517.5,6,20,22,2,FALSE,17.1429,57.1429,62.8571,5.7143
3,105,Fern,40,361,447.5,7,24,26,2,FALSE,17.5,60,65,5
3,119,Fern,45,228,447.5,7,30,33,3,FALSE,15.5556,66.6667,73.3333,6.6667
4,138,Fern,50,259.5,447.5,8,34,38,4,FALSE,16,68,76,8
4,144,Fern,55,182.5,447.5,8,37,43,6,FALSE,14.5455,67.2727,78.1818,10.9091
4,154,Fern,60,74,353,8,41,47,6,FALSE,13.3333,68.3333,78.3333,10
5,167,Fern,65,115.5,353,8,45,53,8,TRUE,12.3077,69.2308,81.5385,12.3077
1,0,Fern,5,368,426.5,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,287.5,426.5,0,3,3,0,FALSE,0,30,30,0
1,23,Fern,15,231.5,465,2,3,4,0,FALSE,13.3333,20,26.6667,0
2,33,Fern,20,634,465,3,3,7,2,FALSE,15,15,35,10
2,54,Fern,25,112.5,430,5,4,7,3,FALSE,20,16,28,12
2,60,Fern,30,445,430,5,9,12,3,TRUE,16.6667,30,40,10
1,0,Fern,5,368,419.5,0,0,0,0,FALSE,0,0,0,0
1,3,Fern,10,242,360,0,3,3,0,FALSE,0,30,30,0
1,25,Fern,15,592,475.5,2,5,6,1,FALSE,13.3333,33.3333,40,6.6667
2,48,Fern,20,508,353,4,7,9,1,FALSE,20,35,45,5
2,75,Fern,25,70.5,356.5,6,11,12,1,FALSE,24,44,48,4
2,80,Fern,30,326,465,6,14,17,3,FALSE,20,46.6667,56.6667,10
